unique_id,ds,y
world_bank_pink_sheet_monthly_arabica,1997-07-01,4.2
world_bank_pink_sheet_monthly_arabica,1997-08-01,4.21
world_bank_pink_sheet_monthly_arabica,1997-09-01,4.19
world_bank_pink_sheet_monthly_arabica,1997-10-01,3.7
world_bank_pink_sheet_monthly_arabica,1997-11-01,3.53
world_bank_pink_sheet_monthly_arabica,1997-12-01,3.91
world_bank_pink_sheet_monthly_arabica,1998-01-01,3.92
world_bank_pink_sheet_monthly_arabica,1998-02-01,3.93
world_bank_pink_sheet_monthly_arabica,1998-03-01,3.48
world_bank_pink_sheet_monthly_arabica,1998-04-01,3.31
world_bank_pink_sheet_monthly_arabica,1998-05-01,3.04
world_bank_pink_sheet_monthly_arabica,1998-06-01,2.75
world_bank_pink_sheet_monthly_arabica,1998-07-01,2.59
world_bank_pink_sheet_monthly_arabica,1998-08-01,2.72
world_bank_pink_sheet_monthly_arabica,1998-09-01,2.47
world_bank_pink_sheet_monthly_arabica,1998-10-01,2.42
world_bank_pink_sheet_monthly_arabica,1998-11-01,2.57
world_bank_pink_sheet_monthly_arabica,1998-12-01,2.59
world_bank_pink_sheet_monthly_arabica,1999-01-01,2.49
world_bank_pink_sheet_monthly_arabica,1999-02-01,2.33
world_bank_pink_sheet_monthly_arabica,1999-03-01,2.32
world_bank_pink_sheet_monthly_arabica,1999-04-01,2.25
world_bank_pink_sheet_monthly_arabica,1999-05-01,2.45
world_bank_pink_sheet_monthly_arabica,1999-06-01,2.36
world_bank_pink_sheet_monthly_arabica,1999-07-01,2.09
world_bank_pink_sheet_monthly_arabica,1999-08-01,2.01
world_bank_pink_sheet_monthly_arabica,1999-09-01,1.86
world_bank_pink_sheet_monthly_arabica,1999-10-01,2.08
world_bank_pink_sheet_monthly_arabica,1999-11-01,2.5
world_bank_pink_sheet_monthly_arabica,1999-12-01,2.74
world_bank_pink_sheet_monthly_arabica,2000-01-01,2.45
world_bank_pink_sheet_monthly_arabica,2000-02-01,2.28
world_bank_pink_sheet_monthly_arabica,2000-03-01,2.22
world_bank_pink_sheet_monthly_arabica,2000-04-01,2.09
world_bank_pink_sheet_monthly_arabica,2000-05-01,2.08
world_bank_pink_sheet_monthly_arabica,2000-06-01,1.91
world_bank_pink_sheet_monthly_arabica,2000-07-01,1.93
world_bank_pink_sheet_monthly_arabica,2000-08-01,1.7
world_bank_pink_sheet_monthly_arabica,2000-09-01,1.67
world_bank_pink_sheet_monthly_arabica,2000-10-01,1.69
world_bank_pink_sheet_monthly_arabica,2000-11-01,1.58
world_bank_pink_sheet_monthly_arabica,2000-12-01,1.46
world_bank_pink_sheet_monthly_arabica,2001-01-01,1.45
world_bank_pink_sheet_monthly_arabica,2001-02-01,1.48
world_bank_pink_sheet_monthly_arabica,2001-03-01,1.47
world_bank_pink_sheet_monthly_arabica,2001-04-01,1.46
world_bank_pink_sheet_monthly_arabica,2001-05-01,1.53
world_bank_pink_sheet_monthly_arabica,2001-06-01,1.41
world_bank_pink_sheet_monthly_arabica,2001-07-01,1.29
world_bank_pink_sheet_monthly_arabica,2001-08-01,1.32
world_bank_pink_sheet_monthly_arabica,2001-09-01,1.28
world_bank_pink_sheet_monthly_arabica,2001-10-01,1.24
world_bank_pink_sheet_monthly_arabica,2001-11-01,1.3
world_bank_pink_sheet_monthly_arabica,2001-12-01,1.25
world_bank_pink_sheet_monthly_arabica,2002-01-01,1.28
world_bank_pink_sheet_monthly_arabica,2002-02-01,1.3
world_bank_pink_sheet_monthly_arabica,2002-03-01,1.42
world_bank_pink_sheet_monthly_arabica,2002-04-01,1.44
world_bank_pink_sheet_monthly_arabica,2002-05-01,1.35
world_bank_pink_sheet_monthly_arabica,2002-06-01,1.29
world_bank_pink_sheet_monthly_arabica,2002-07-01,1.25
world_bank_pink_sheet_monthly_arabica,2002-08-01,1.2
world_bank_pink_sheet_monthly_arabica,2002-09-01,1.34
world_bank_pink_sheet_monthly_arabica,2002-10-01,1.45
world_bank_pink_sheet_monthly_arabica,2002-11-01,1.54
world_bank_pink_sheet_monthly_arabica,2002-12-01,1.41
world_bank_pink_sheet_monthly_arabica,2003-01-01,1.45
world_bank_pink_sheet_monthly_arabica,2003-02-01,1.46
world_bank_pink_sheet_monthly_arabica,2003-03-01,1.36
world_bank_pink_sheet_monthly_arabica,2003-04-01,1.43
world_bank_pink_sheet_monthly_arabica,2003-05-01,1.46
world_bank_pink_sheet_monthly_arabica,2003-06-01,1.35
world_bank_pink_sheet_monthly_arabica,2003-07-01,1.39
world_bank_pink_sheet_monthly_arabica,2003-08-01,1.41
world_bank_pink_sheet_monthly_arabica,2003-09-01,1.46
world_bank_pink_sheet_monthly_arabica,2003-10-01,1.42
world_bank_pink_sheet_monthly_arabica,2003-11-01,1.37
world_bank_pink_sheet_monthly_arabica,2003-12-01,1.43
world_bank_pink_sheet_monthly_arabica,2004-01-01,1.6
world_bank_pink_sheet_monthly_arabica,2004-02-01,1.68
world_bank_pink_sheet_monthly_arabica,2004-03-01,1.72
world_bank_pink_sheet_monthly_arabica,2004-04-01,1.66
world_bank_pink_sheet_monthly_arabica,2004-05-01,1.7
world_bank_pink_sheet_monthly_arabica,2004-06-01,1.81
world_bank_pink_sheet_monthly_arabica,2004-07-01,1.65
world_bank_pink_sheet_monthly_arabica,2004-08-01,1.62
world_bank_pink_sheet_monthly_arabica,2004-09-01,1.77
world_bank_pink_sheet_monthly_arabica,2004-10-01,1.78
world_bank_pink_sheet_monthly_arabica,2004-11-01,1.99
world_bank_pink_sheet_monthly_arabica,2004-12-01,2.3
world_bank_pink_sheet_monthly_arabica,2005-01-01,2.36
world_bank_pink_sheet_monthly_arabica,2005-02-01,2.66
world_bank_pink_sheet_monthly_arabica,2005-03-01,2.98
world_bank_pink_sheet_monthly_arabica,2005-04-01,2.86
world_bank_pink_sheet_monthly_arabica,2005-05-01,2.83
world_bank_pink_sheet_monthly_arabica,2005-06-01,2.67
world_bank_pink_sheet_monthly_arabica,2005-07-01,2.42
world_bank_pink_sheet_monthly_arabica,2005-08-01,2.39
world_bank_pink_sheet_monthly_arabica,2005-09-01,2.19
world_bank_pink_sheet_monthly_arabica,2005-10-01,2.32
world_bank_pink_sheet_monthly_arabica,2005-11-01,2.38
world_bank_pink_sheet_monthly_arabica,2005-12-01,2.33
world_bank_pink_sheet_monthly_arabica,2006-01-01,2.74
world_bank_pink_sheet_monthly_arabica,2006-02-01,2.63
world_bank_pink_sheet_monthly_arabica,2006-03-01,2.51
world_bank_pink_sheet_monthly_arabica,2006-04-01,2.54
world_bank_pink_sheet_monthly_arabica,2006-05-01,2.41
world_bank_pink_sheet_monthly_arabica,2006-06-01,2.27
world_bank_pink_sheet_monthly_arabica,2006-07-01,2.31
world_bank_pink_sheet_monthly_arabica,2006-08-01,2.46
world_bank_pink_sheet_monthly_arabica,2006-09-01,2.42
world_bank_pink_sheet_monthly_arabica,2006-10-01,2.44
world_bank_pink_sheet_monthly_arabica,2006-11-01,2.7
world_bank_pink_sheet_monthly_arabica,2006-12-01,2.83
world_bank_pink_sheet_monthly_arabica,2007-01-01,2.75
world_bank_pink_sheet_monthly_arabica,2007-02-01,2.69
world_bank_pink_sheet_monthly_arabica,2007-03-01,2.58
world_bank_pink_sheet_monthly_arabica,2007-04-01,2.53
world_bank_pink_sheet_monthly_arabica,2007-05-01,2.5
world_bank_pink_sheet_monthly_arabica,2007-06-01,2.63
world_bank_pink_sheet_monthly_arabica,2007-07-01,2.59
world_bank_pink_sheet_monthly_arabica,2007-08-01,2.72
world_bank_pink_sheet_monthly_arabica,2007-09-01,2.82
world_bank_pink_sheet_monthly_arabica,2007-10-01,2.96
world_bank_pink_sheet_monthly_arabica,2007-11-01,2.89
world_bank_pink_sheet_monthly_arabica,2007-12-01,3.03
world_bank_pink_sheet_monthly_arabica,2008-01-01,3.08
world_bank_pink_sheet_monthly_arabica,2008-02-01,3.47
world_bank_pink_sheet_monthly_arabica,2008-03-01,3.3
world_bank_pink_sheet_monthly_arabica,2008-04-01,3.1
world_bank_pink_sheet_monthly_arabica,2008-05-01,3.13
world_bank_pink_sheet_monthly_arabica,2008-06-01,3.22
world_bank_pink_sheet_monthly_arabica,2008-07-01,3.25
world_bank_pink_sheet_monthly_arabica,2008-08-01,3.23
world_bank_pink_sheet_monthly_arabica,2008-09-01,3.16
world_bank_pink_sheet_monthly_arabica,2008-10-01,2.72
world_bank_pink_sheet_monthly_arabica,2008-11-01,2.69
world_bank_pink_sheet_monthly_arabica,2008-12-01,2.62
world_bank_pink_sheet_monthly_arabica,2009-01-01,2.83
world_bank_pink_sheet_monthly_arabica,2009-02-01,2.85
world_bank_pink_sheet_monthly_arabica,2009-03-01,2.83
world_bank_pink_sheet_monthly_arabica,2009-04-01,2.97
world_bank_pink_sheet_monthly_arabica,2009-05-01,3.33
world_bank_pink_sheet_monthly_arabica,2009-06-01,3.3
world_bank_pink_sheet_monthly_arabica,2009-07-01,3.11
world_bank_pink_sheet_monthly_arabica,2009-08-01,3.3
world_bank_pink_sheet_monthly_arabica,2009-09-01,3.27
world_bank_pink_sheet_monthly_arabica,2009-10-01,3.41
world_bank_pink_sheet_monthly_arabica,2009-11-01,3.36
world_bank_pink_sheet_monthly_arabica,2009-12-01,3.49
world_bank_pink_sheet_monthly_arabica,2010-01-01,3.5
world_bank_pink_sheet_monthly_arabica,2010-02-01,3.48
world_bank_pink_sheet_monthly_arabica,2010-03-01,3.63
world_bank_pink_sheet_monthly_arabica,2010-04-01,3.73
world_bank_pink_sheet_monthly_arabica,2010-05-01,3.82
world_bank_pink_sheet_monthly_arabica,2010-06-01,4.21
world_bank_pink_sheet_monthly_arabica,2010-07-01,4.48
world_bank_pink_sheet_monthly_arabica,2010-08-01,4.66
world_bank_pink_sheet_monthly_arabica,2010-09-01,4.91
world_bank_pink_sheet_monthly_arabica,2010-10-01,4.8
world_bank_pink_sheet_monthly_arabica,2010-11-01,5.15
world_bank_pink_sheet_monthly_arabica,2010-12-01,5.47
world_bank_pink_sheet_monthly_arabica,2011-01-01,5.82
world_bank_pink_sheet_monthly_arabica,2011-02-01,6.35
world_bank_pink_sheet_monthly_arabica,2011-03-01,6.44
world_bank_pink_sheet_monthly_arabica,2011-04-01,6.62
world_bank_pink_sheet_monthly_arabica,2011-05-01,6.42
world_bank_pink_sheet_monthly_arabica,2011-06-01,6.06
world_bank_pink_sheet_monthly_arabica,2011-07-01,5.91
world_bank_pink_sheet_monthly_arabica,2011-08-01,5.96
world_bank_pink_sheet_monthly_arabica,2011-09-01,6.06
world_bank_pink_sheet_monthly_arabica,2011-10-01,5.46
world_bank_pink_sheet_monthly_arabica,2011-11-01,5.4
world_bank_pink_sheet_monthly_arabica,2011-12-01,5.22
world_bank_pink_sheet_monthly_arabica,2012-01-01,5.23
world_bank_pink_sheet_monthly_arabica,2012-02-01,4.94
world_bank_pink_sheet_monthly_arabica,2012-03-01,4.44
world_bank_pink_sheet_monthly_arabica,2012-04-01,4.22
world_bank_pink_sheet_monthly_arabica,2012-05-01,4.07
world_bank_pink_sheet_monthly_arabica,2012-06-01,3.72
world_bank_pink_sheet_monthly_arabica,2012-07-01,4.2
world_bank_pink_sheet_monthly_arabica,2012-08-01,3.85
world_bank_pink_sheet_monthly_arabica,2012-09-01,3.95
world_bank_pink_sheet_monthly_arabica,2012-10-01,3.82
world_bank_pink_sheet_monthly_arabica,2012-11-01,3.53
world_bank_pink_sheet_monthly_arabica,2012-12-01,3.37
world_bank_pink_sheet_monthly_arabica,2013-01-01,3.47
world_bank_pink_sheet_monthly_arabica,2013-02-01,3.3
world_bank_pink_sheet_monthly_arabica,2013-03-01,3.3
world_bank_pink_sheet_monthly_arabica,2013-04-01,3.3
world_bank_pink_sheet_monthly_arabica,2013-05-01,3.24
world_bank_pink_sheet_monthly_arabica,2013-06-01,3.05
world_bank_pink_sheet_monthly_arabica,2013-07-01,3.05
world_bank_pink_sheet_monthly_arabica,2013-08-01,2.98
world_bank_pink_sheet_monthly_arabica,2013-09-01,2.92
world_bank_pink_sheet_monthly_arabica,2013-10-01,2.84
world_bank_pink_sheet_monthly_arabica,2013-11-01,2.69
world_bank_pink_sheet_monthly_arabica,2013-12-01,2.78
world_bank_pink_sheet_monthly_arabica,2014-01-01,2.93
world_bank_pink_sheet_monthly_arabica,2014-02-01,3.83
world_bank_pink_sheet_monthly_arabica,2014-03-01,4.72
world_bank_pink_sheet_monthly_arabica,2014-04-01,4.93
world_bank_pink_sheet_monthly_arabica,2014-05-01,4.72
world_bank_pink_sheet_monthly_arabica,2014-06-01,4.36
world_bank_pink_sheet_monthly_arabica,2014-07-01,4.34
world_bank_pink_sheet_monthly_arabica,2014-08-01,4.7
world_bank_pink_sheet_monthly_arabica,2014-09-01,4.64
world_bank_pink_sheet_monthly_arabica,2014-10-01,4.97
world_bank_pink_sheet_monthly_arabica,2014-11-01,4.62
world_bank_pink_sheet_monthly_arabica,2014-12-01,4.34
world_bank_pink_sheet_monthly_arabica,2015-01-01,4.19
world_bank_pink_sheet_monthly_arabica,2015-02-01,3.94
world_bank_pink_sheet_monthly_arabica,2015-03-01,3.54
world_bank_pink_sheet_monthly_arabica,2015-04-01,3.62
world_bank_pink_sheet_monthly_arabica,2015-05-01,3.49
world_bank_pink_sheet_monthly_arabica,2015-06-01,3.52
world_bank_pink_sheet_monthly_arabica,2015-07-01,3.41
world_bank_pink_sheet_monthly_arabica,2015-08-01,3.46
world_bank_pink_sheet_monthly_arabica,2015-09-01,3.22
world_bank_pink_sheet_monthly_arabica,2015-10-01,3.38
world_bank_pink_sheet_monthly_arabica,2015-11-01,3.26
world_bank_pink_sheet_monthly_arabica,2015-12-01,3.28
world_bank_pink_sheet_monthly_arabica,2016-01-01,3.2
world_bank_pink_sheet_monthly_arabica,2016-02-01,3.26
world_bank_pink_sheet_monthly_arabica,2016-03-01,3.47
world_bank_pink_sheet_monthly_arabica,2016-04-01,3.4
world_bank_pink_sheet_monthly_arabica,2016-05-01,3.42
world_bank_pink_sheet_monthly_arabica,2016-06-01,3.65
world_bank_pink_sheet_monthly_arabica,2016-07-01,3.79
world_bank_pink_sheet_monthly_arabica,2016-08-01,3.69
world_bank_pink_sheet_monthly_arabica,2016-09-01,3.89
world_bank_pink_sheet_monthly_arabica,2016-10-01,3.95
world_bank_pink_sheet_monthly_arabica,2016-11-01,4.06
world_bank_pink_sheet_monthly_arabica,2016-12-01,3.57
world_bank_pink_sheet_monthly_arabica,2017-01-01,3.72
world_bank_pink_sheet_monthly_arabica,2017-02-01,3.67
world_bank_pink_sheet_monthly_arabica,2017-03-01,3.53
world_bank_pink_sheet_monthly_arabica,2017-04-01,3.43
world_bank_pink_sheet_monthly_arabica,2017-05-01,3.31
world_bank_pink_sheet_monthly_arabica,2017-06-01,3.16
world_bank_pink_sheet_monthly_arabica,2017-07-01,3.3
world_bank_pink_sheet_monthly_arabica,2017-08-01,3.3
world_bank_pink_sheet_monthly_arabica,2017-09-01,3.23
world_bank_pink_sheet_monthly_arabica,2017-10-01,3.1
world_bank_pink_sheet_monthly_arabica,2017-11-01,3.11
world_bank_pink_sheet_monthly_arabica,2017-12-01,3.03
world_bank_pink_sheet_monthly_arabica,2018-01-01,3.06
world_bank_pink_sheet_monthly_arabica,2018-02-01,3
world_bank_pink_sheet_monthly_arabica,2018-03-01,2.98
world_bank_pink_sheet_monthly_arabica,2018-04-01,2.96
world_bank_pink_sheet_monthly_arabica,2018-05-01,2.99
world_bank_pink_sheet_monthly_arabica,2018-06-01,2.95
world_bank_pink_sheet_monthly_arabica,2018-07-01,2.88
world_bank_pink_sheet_monthly_arabica,2018-08-01,2.76
world_bank_pink_sheet_monthly_arabica,2018-09-01,2.67
world_bank_pink_sheet_monthly_arabica,2018-10-01,3.03
world_bank_pink_sheet_monthly_arabica,2018-11-01,3.02
world_bank_pink_sheet_monthly_arabica,2018-12-01,2.8
world_bank_pink_sheet_monthly_arabica,2019-01-01,2.83
world_bank_pink_sheet_monthly_arabica,2019-02-01,2.83
world_bank_pink_sheet_monthly_arabica,2019-03-01,2.73
world_bank_pink_sheet_monthly_arabica,2019-04-01,2.67
world_bank_pink_sheet_monthly_arabica,2019-05-01,2.66
world_bank_pink_sheet_monthly_arabica,2019-06-01,2.86
world_bank_pink_sheet_monthly_arabica,2019-07-01,2.99
world_bank_pink_sheet_monthly_arabica,2019-08-01,2.78
world_bank_pink_sheet_monthly_arabica,2019-09-01,2.84
world_bank_pink_sheet_monthly_arabica,2019-10-01,2.8
world_bank_pink_sheet_monthly_arabica,2019-11-01,3.11
world_bank_pink_sheet_monthly_arabica,2019-12-01,3.46
world_bank_pink_sheet_monthly_arabica,2020-01-01,3.13
world_bank_pink_sheet_monthly_arabica,2020-02-01,2.99
world_bank_pink_sheet_monthly_arabica,2020-03-01,3.27
world_bank_pink_sheet_monthly_arabica,2020-04-01,3.41
world_bank_pink_sheet_monthly_arabica,2020-05-01,3.3
world_bank_pink_sheet_monthly_arabica,2020-06-01,3.12
world_bank_pink_sheet_monthly_arabica,2020-07-01,3.24
world_bank_pink_sheet_monthly_arabica,2020-08-01,3.6
world_bank_pink_sheet_monthly_arabica,2020-09-01,3.67
world_bank_pink_sheet_monthly_arabica,2020-10-01,3.35
world_bank_pink_sheet_monthly_arabica,2020-11-01,3.32
world_bank_pink_sheet_monthly_arabica,2020-12-01,3.48
world_bank_pink_sheet_monthly_arabica,2021-01-01,3.54
world_bank_pink_sheet_monthly_arabica,2021-02-01,3.67
world_bank_pink_sheet_monthly_arabica,2021-03-01,3.68
world_bank_pink_sheet_monthly_arabica,2021-04-01,3.72
world_bank_pink_sheet_monthly_arabica,2021-05-01,4.11
world_bank_pink_sheet_monthly_arabica,2021-06-01,4.24
world_bank_pink_sheet_monthly_arabica,2021-07-01,4.5
world_bank_pink_sheet_monthly_arabica,2021-08-01,4.77
world_bank_pink_sheet_monthly_arabica,2021-09-01,4.97
world_bank_pink_sheet_monthly_arabica,2021-10-01,5.31
world_bank_pink_sheet_monthly_arabica,2021-11-01,5.71
world_bank_pink_sheet_monthly_arabica,2021-12-01,5.91
world_bank_pink_sheet_monthly_arabica,2022-01-01,5.98
world_bank_pink_sheet_monthly_arabica,2022-02-01,6.17
world_bank_pink_sheet_monthly_arabica,2022-03-01,5.7
world_bank_pink_sheet_monthly_arabica,2022-04-01,5.85
world_bank_pink_sheet_monthly_arabica,2022-05-01,5.74
world_bank_pink_sheet_monthly_arabica,2022-06-01,6.03
world_bank_pink_sheet_monthly_arabica,2022-07-01,5.64
world_bank_pink_sheet_monthly_arabica,2022-08-01,5.92
world_bank_pink_sheet_monthly_arabica,2022-09-01,5.9
world_bank_pink_sheet_monthly_arabica,2022-10-01,5.29
world_bank_pink_sheet_monthly_arabica,2022-11-01,4.72
world_bank_pink_sheet_monthly_arabica,2022-12-01,4.63
world_bank_pink_sheet_monthly_arabica,2023-01-01,4.56
world_bank_pink_sheet_monthly_arabica,2023-02-01,5.06
world_bank_pink_sheet_monthly_arabica,2023-03-01,4.9
world_bank_pink_sheet_monthly_arabica,2023-04-01,5.06
world_bank_pink_sheet_monthly_arabica,2023-05-01,4.85
world_bank_pink_sheet_monthly_arabica,2023-06-01,4.57
world_bank_pink_sheet_monthly_arabica,2023-07-01,4.27
world_bank_pink_sheet_monthly_arabica,2023-08-01,4.12
world_bank_pink_sheet_monthly_arabica,2023-09-01,4.05
world_bank_pink_sheet_monthly_arabica,2023-10-01,4.05
world_bank_pink_sheet_monthly_arabica,2023-11-01,4.35
world_bank_pink_sheet_monthly_arabica,2023-12-01,4.65
world_bank_pink_sheet_monthly_arabica,2024-01-01,4.47
world_bank_pink_sheet_monthly_arabica,2024-02-01,4.6
world_bank_pink_sheet_monthly_arabica,2024-03-01,4.61
world_bank_pink_sheet_monthly_arabica,2024-04-01,5.27
world_bank_pink_sheet_monthly_arabica,2024-05-01,5.08
world_bank_pink_sheet_monthly_arabica,2024-06-01,5.48
world_bank_pink_sheet_monthly_arabica,2024-07-01,5.67
world_bank_pink_sheet_monthly_arabica,2024-08-01,5.76
world_bank_pink_sheet_monthly_arabica,2024-09-01,6.12
world_bank_pink_sheet_monthly_arabica,2024-10-01,6.1
world_bank_pink_sheet_monthly_arabica,2024-11-01,6.72
world_bank_pink_sheet_monthly_arabica,2024-12-01,7.57
world_bank_pink_sheet_monthly_arabica,2025-01-01,7.81
world_bank_pink_sheet_monthly_arabica,2025-02-01,9.05
world_bank_pink_sheet_monthly_arabica,2025-03-01,8.92
world_bank_pink_sheet_monthly_arabica,2025-04-01,8.64
world_bank_pink_sheet_monthly_arabica,2025-05-01,8.77
world_bank_pink_sheet_monthly_arabica,2025-06-01,8.01
world_bank_pink_sheet_monthly_arabica,2025-07-01,7.18
world_bank_pink_sheet_monthly_arabica,2025-08-01,8.08
world_bank_pink_sheet_monthly_arabica,2025-09-01,8.83
world_bank_pink_sheet_monthly_arabica,2025-10-01,8.9
world_bank_pink_sheet_monthly_arabica,2025-11-01,9.05
world_bank_pink_sheet_monthly_arabica,2025-12-01,8.4
world_bank_pink_sheet_monthly_arabica,2026-01-01,8.02
world_bank_pink_sheet_monthly_arabica,2026-02-01,7.08
world_bank_pink_sheet_monthly_arabica,2026-03-01,7.37
world_bank_pink_sheet_monthly_arabica,2026-04-01,7.3
world_bank_pink_sheet_monthly_arabica,2026-05-01,6.95
world_bank_pink_sheet_monthly_arabica,2026-06-01,6.79
world_bank_pink_sheet_monthly_arabica,2026-07-01,7.91
